gene_no	ensembl_id	rank	hgnc_symbol	description	chromosome_name	band	strand	start_position	end_position	average_log2fc	combined_p	rank	hgnc_symbol	description	chromosome_name	band	strand	start_position	end_position	average_log2fc	combined_p
91	ENSG00000005486	11920	RHBDD2	rhomboid domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23082]	7	q11.23	1	75842602	75888926	-0.09	8.52E-02	3875	RHBDD2	rhomboid domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23082]	7	q11.23	1	75842602	75888926	0.824186057	0.00497689
92	ENSG00000005513	2566	SOX8	SRY (sex determining region Y)-box 8 [Source:HGNC Symbol;Acc:HGNC:11203]	16	p13.3	1	981808	986979	0.79	1.59E-17	7351	SOX8	SRY (sex determining region Y)-box 8 [Source:HGNC Symbol;Acc:HGNC:11203]	16	p13.3	1	981808	986979	0.181949981	0.429182358
93	ENSG00000005700	11675	IBTK	inhibitor of Bruton agammaglobulinemia tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:17853]	6	q14.1	-1	82169983	82247754	0.05	6.71E-02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
94	ENSG00000005801	1777	ZNF195	zinc finger protein 195 [Source:HGNC Symbol;Acc:HGNC:12986]	11	p15.4	-1	3339261	3379222	0.47	2.84E-23	9409	ZNF195	zinc finger protein 195 [Source:HGNC Symbol;Acc:HGNC:12986]	11	p15.4	-1	3339261	3379222	-0.005155714	0.972438482
95	ENSG00000005810	2427	MYCBP2	"MYC binding protein 2, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:23386]"	13	q22.3	-1	77044655	77327050	-0.28	2.78E-18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
96	ENSG00000005812	5179	FBXL3	F-box and leucine-rich repeat protein 3 [Source:HGNC Symbol;Acc:HGNC:13599]	13	q22.3	-1	76992598	77027195	-0.34	1.15E-08	3982	FBXL3	F-box and leucine-rich repeat protein 3 [Source:HGNC Symbol;Acc:HGNC:13599]	13	q22.3	-1	76992598	77027195	-0.47185332	0.00630193
97	ENSG00000005844	12885	ITGAL	"integrin, alpha L (antigen CD11A (p180), lymphocyte function-associated antigen 1; alpha polypeptide) [Source:HGNC Symbol;Acc:HGNC:6148]"	16	p11.2	1	30472658	30523185	-0.1	1.68E-01	5870	ITGAL	"integrin, alpha L (antigen CD11A (p180), lymphocyte function-associated antigen 1; alpha polypeptide) [Source:HGNC Symbol;Acc:HGNC:6148]"	16	p11.2	1	30472658	30523185	0.429666637	0.123256226
98	ENSG00000005882	2018	PDK2	"pyruvate dehydrogenase kinase, isozyme 2 [Source:HGNC Symbol;Acc:HGNC:8810]"	17	q21.33	1	50094737	50112152	-0.46	4.17E-21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
99	ENSG00000005884	870	ITGA3	"integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor) [Source:HGNC Symbol;Acc:HGNC:6139]"	17	q21.33	1	50055968	50090481	-0.69	4.52E-36	5652	ITGA3	"integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor) [Source:HGNC Symbol;Acc:HGNC:6139]"	17	q21.33	1	50055968	50090481	0.269544935	0.097578319
100	ENSG00000005889	6645	ZFX	"zinc finger protein, X-linked [Source:HGNC Symbol;Acc:HGNC:12869]"	X	p22.11	1	24149173	24216255	-0.13	5.00E-06	1481	ZFX	"zinc finger protein, X-linked [Source:HGNC Symbol;Acc:HGNC:12869]"	X	p22.11	1	24149173	24216255	1.424371912	7.68E-09
101	ENSG00000005893	9327	LAMP2	lysosomal-associated membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:6501]	X	q24	-1	120427827	120469365	0.17	3.70E-03	3245	LAMP2	lysosomal-associated membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:6501]	X	q24	-1	120427827	120469365	0.550927951	0.000836465
102	ENSG00000005955	16164	NA	NA	NA	NA	NA	NA	NA	0.04	7.20E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
103	ENSG00000005961	16809	ITGA2B	"integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41) [Source:HGNC Symbol;Acc:HGNC:6138]"	17	q21.31	-1	44372180	44389505	-0.01	8.60E-01	4788	ITGA2B	"integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41) [Source:HGNC Symbol;Acc:HGNC:6138]"	17	q21.31	-1	44372180	44389505	-0.233783087	0.029429545
104	ENSG00000006007	13008	GDE1	glycerophosphodiester phosphodiesterase 1 [Source:HGNC Symbol;Acc:HGNC:29644]	16	p12.3	-1	19501689	19522145	0.09	1.81E-01	746	GDE1	glycerophosphodiester phosphodiesterase 1 [Source:HGNC Symbol;Acc:HGNC:29644]	16	p12.3	-1	19501689	19522145	1.302030789	2.21E-14
105	ENSG00000006015	5865	C19orf60	chromosome 19 open reading frame 60 [Source:HGNC Symbol;Acc:HGNC:26098]	19	p13.11	1	18588685	18592336	0.52	2.90E-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
106	ENSG00000006016	5076	CRLF1	cytokine receptor-like factor 1 [Source:HGNC Symbol;Acc:HGNC:2364]	19	p13.11	-1	18572220	18607741	0.48	6.82E-09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
107	ENSG00000006025	16921	OSBPL7	oxysterol binding protein-like 7 [Source:HGNC Symbol;Acc:HGNC:16387]	17	q21.32	-1	47807372	47821834	-0.02	8.85E-01	8909	OSBPL7	oxysterol binding protein-like 7 [Source:HGNC Symbol;Acc:HGNC:16387]	17	q21.32	-1	47807372	47821834	-0.046490074	0.835821005
108	ENSG00000006042	15832	TMEM98	transmembrane protein 98 [Source:HGNC Symbol;Acc:HGNC:24529]	17	q11.2	1	32927910	32945106	-0.06	6.42E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
109	ENSG00000006047	4153	YBX2	Y box binding protein 2 [Source:HGNC Symbol;Acc:HGNC:17948]	17	p13.1	-1	7288252	7294615	-0.97	2.76E-11	4384	YBX2	Y box binding protein 2 [Source:HGNC Symbol;Acc:HGNC:17948]	17	p13.1	-1	7288252	7294615	-0.673925967	0.015082088
110	ENSG00000006062	15792	MAP3K14	mitogen-activated protein kinase kinase kinase 14 [Source:HGNC Symbol;Acc:HGNC:6853]	17	q21.31	-1	45263121	45317040	0.02	6.34E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
111	ENSG00000006071	13227	ABCC8	"ATP-binding cassette, sub-family C (CFTR/MRP), member 8 [Source:HGNC Symbol;Acc:HGNC:59]"	11	p15.1	-1	17392885	17476845	0.14	2.09E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
112	ENSG00000006074	2471	NA	NA	NA	NA	NA	NA	NA	0.73	4.74E-18	2751	NA	NA	NA	NA	NA	NA	NA	1.597600076	0.000105789
113	ENSG00000006075	12490	CCL3	chemokine (C-C motif) ligand 3 [Source:HGNC Symbol;Acc:10627]	17	q12	-1	34415602	34417515	-0.439989161	0.130588319	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
114	ENSG00000006114	17059	NA	NA	NA	NA	NA	NA	NA	0.01	9.10E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
115	ENSG00000006118	234	TMEM132A	transmembrane protein 132A [Source:HGNC Symbol;Acc:HGNC:31092]	11	q12.2	1	60924463	60937159	1.23	1.42E-60	1855	TMEM132A	transmembrane protein 132A [Source:HGNC Symbol;Acc:HGNC:31092]	11	q12.2	1	60924463	60937159	-0.718939865	3.86E-07
116	ENSG00000006125	8407	AP2B1	"adaptor-related protein complex 2, beta 1 subunit [Source:HGNC Symbol;Acc:HGNC:563]"	17	q12	1	35578046	35726409	0.17	6.39E-04	842	AP2B1	"adaptor-related protein complex 2, beta 1 subunit [Source:HGNC Symbol;Acc:HGNC:563]"	17	q12	1	35578046	35726409	0.9284799	2.11E-13
117	ENSG00000006128	9556	TAC1	"tachykinin, precursor 1 [Source:HGNC Symbol;Acc:HGNC:11517]"	7	q21.3	1	97731908	97740472	0.2	5.27E-03	9373	TAC1	"tachykinin, precursor 1 [Source:HGNC Symbol;Acc:HGNC:11517]"	7	q21.3	1	97731908	97740472	0.018718968	0.963164784
118	ENSG00000006194	8875	ZNF263	zinc finger protein 263 [Source:HGNC Symbol;Acc:HGNC:13056]	16	p13.3	1	3263800	3301401	0.05	1.60E-03	8002	ZNF263	zinc finger protein 263 [Source:HGNC Symbol;Acc:HGNC:13056]	16	p13.3	1	3263800	3301401	0.092473478	0.598066311
119	ENSG00000006210	348	CX3CL1	chemokine (C-X3-C motif) ligand 1 [Source:HGNC Symbol;Acc:HGNC:10647]	16	q21	1	57372458	57385048	-1.11	3.62E-53	6797	CX3CL1	chemokine (C-X3-C motif) ligand 1 [Source:HGNC Symbol;Acc:HGNC:10647]	16	q21	1	57372458	57385048	0.205608836	0.294679895
120	ENSG00000006282	6206	SPATA20	spermatogenesis associated 20 [Source:HGNC Symbol;Acc:HGNC:26125]	17	q21.33	1	50543058	50555852	0.29	1.08E-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
121	ENSG00000006283	11397	CACNA1G	"calcium channel, voltage-dependent, T type, alpha 1G subunit [Source:HGNC Symbol;Acc:HGNC:1394]"	17	q21.33	1	50561068	50627474	-0.13	5.07E-02	2283	CACNA1G	"calcium channel, voltage-dependent, T type, alpha 1G subunit [Source:HGNC Symbol;Acc:HGNC:1394]"	17	q21.33	1	50561068	50627474	-0.837187158	8.68E-06
122	ENSG00000006327	4316	TNFRSF12A	"tumor necrosis factor receptor superfamily, member 12A [Source:HGNC Symbol;Acc:HGNC:18152]"	16	p13.3	1	3018445	3022383	-0.52	7.74E-11	9331	TNFRSF12A	"tumor necrosis factor receptor superfamily, member 12A [Source:HGNC Symbol;Acc:HGNC:18152]"	16	p13.3	1	3018445	3022383	-0.025551716	0.952860429
123	ENSG00000006377	12901	DLX6	distal-less homeobox 6 [Source:HGNC Symbol;Acc:HGNC:2919]	7	q21.3	1	97005548	97011039	0.11	1.70E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
124	ENSG00000006432	5553	MAP3K9	mitogen-activated protein kinase kinase kinase 9 [Source:HGNC Symbol;Acc:HGNC:6861]	14	q24.2	-1	70722526	70809534	0.32	6.58E-08	8692	MAP3K9	mitogen-activated protein kinase kinase kinase 9 [Source:HGNC Symbol;Acc:HGNC:6861]	14	q24.2	-1	70722526	70809534	-0.04440799	0.78142982
125	ENSG00000006451	8147	RALA	v-ral simian leukemia viral oncogene homolog A (ras related) [Source:HGNC Symbol;Acc:HGNC:9839]	7	p14.1	1	39623483	39708124	0.15	3.46E-04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
126	ENSG00000006453	2838	BAIAP2L1	BAI1-associated protein 2-like 1 [Source:HGNC Symbol;Acc:HGNC:21649]	7	q22.1	-1	98291651	98401068	0.37	4.24E-16	7330	BAIAP2L1	BAI1-associated protein 2-like 1 [Source:HGNC Symbol;Acc:HGNC:21649]	7	q22.1	-1	98291651	98401068	-0.182779087	0.4261035
127	ENSG00000006459	1570	KDM7A	lysine (K)-specific demethylase 7A [Source:HGNC Symbol;Acc:HGNC:22224]	7	q34	-1	140084746	140177035	0.55	1.87E-25	8160	KDM7A	lysine (K)-specific demethylase 7A [Source:HGNC Symbol;Acc:HGNC:22224]	7	q34	-1	140084746	140177035	0.097824561	0.637483924
128	ENSG00000006468	13068	ETV1	ets variant 1 [Source:HGNC Symbol;Acc:HGNC:3490]	7	p21.2	-1	13891228	13991425	-0.02	1.87E-01	5600	ETV1	ets variant 1 [Source:HGNC Symbol;Acc:HGNC:3490]	7	p21.2	-1	13891228	13991425	0.50084781	0.091143279
129	ENSG00000006530	3806	AGK	acylglycerol kinase [Source:HGNC Symbol;Acc:HGNC:21869]	7	q34	1	141551189	141655244	0.46	2.98E-12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
130	ENSG00000006534	5069	ALDH3B1	"aldehyde dehydrogenase 3 family, member B1 [Source:HGNC Symbol;Acc:410]"	11	q13.2	1	67776048	67796744	1.042006519	6.63E-09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
131	ENSG00000006555	3045	TTC22	tetratricopeptide repeat domain 22 [Source:HGNC Symbol;Acc:HGNC:26067]	1	p32.3	-1	54779712	54801267	-0.95	3.43E-15	7391	TTC22	tetratricopeptide repeat domain 22 [Source:HGNC Symbol;Acc:HGNC:26067]	1	p32.3	-1	54779712	54801267	0.247419636	0.437981815
132	ENSG00000006576	5373	PHTF2	putative homeodomain transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:13411]	7	q11.23	1	77798792	77957503	-0.28	2.85E-08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
133	ENSG00000006606	11348	CCL26	chemokine (C-C motif) ligand 26 [Source:HGNC Symbol;Acc:HGNC:10625]	7	q11.23	-1	75769533	75789896	-0.13	4.81E-02	6721	CCL26	chemokine (C-C motif) ligand 26 [Source:HGNC Symbol;Acc:HGNC:10625]	7	q11.23	-1	75769533	75789896	0.124418367	0.278911191
134	ENSG00000006607	10916	FARP2	"FERM, RhoGEF and pleckstrin domain protein 2 [Source:HGNC Symbol;Acc:HGNC:16460]"	2	q37.3	1	241356243	241494841	0.1	3.17E-02	216	FARP2	"FERM, RhoGEF and pleckstrin domain protein 2 [Source:HGNC Symbol;Acc:HGNC:16460]"	2	q37.3	1	241356243	241494841	-1.564421852	2.05E-26
135	ENSG00000006611	9409	USH1C	Usher syndrome 1C [Source:HGNC Symbol;Acc:HGNC:12597]	11	p15.1	-1	17493895	17544416	-0.2	4.26E-03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
136	ENSG00000006625	132	GGCT	gamma-glutamylcyclotransferase [Source:HGNC Symbol;Acc:HGNC:21705]	7	p14.3	-1	30496621	30504844	0.67	7.55E-71	4784	GGCT	gamma-glutamylcyclotransferase [Source:HGNC Symbol;Acc:HGNC:21705]	7	p14.3	-1	30496621	30504844	-0.348520609	0.029325964
137	ENSG00000006634	1271	DBF4	DBF4 zinc finger [Source:HGNC Symbol;Acc:HGNC:17364]	7	q21.12	1	87876216	87909541	0.9	2.68E-29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
138	ENSG00000006638	3707	TBXA2R	thromboxane A2 receptor [Source:HGNC Symbol;Acc:HGNC:11608]	19	p13.3	-1	3594506	3606840	-0.67	1.33E-12	6851	TBXA2R	thromboxane A2 receptor [Source:HGNC Symbol;Acc:HGNC:11608]	19	p13.3	-1	3594506	3606840	-0.228232035	0.304768212
139	ENSG00000006652	4951	IFRD1	interferon-related developmental regulator 1 [Source:HGNC Symbol;Acc:HGNC:5456]	7	q31.1	1	112422968	112481017	0.28	3.47E-09	2095	IFRD1	interferon-related developmental regulator 1 [Source:HGNC Symbol;Acc:HGNC:5456]	7	q31.1	1	112422968	112481017	-1.062604773	2.42E-06
140	ENSG00000006695	12406	COX10	COX10 heme A:farnesyltransferase cytochrome c oxidase assembly factor [Source:HGNC Symbol;Acc:HGNC:2260]	17	p12	1	14069496	14208677	-0.1	1.24E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
141	ENSG00000006704	13169	GTF2IRD1	GTF2I repeat domain containing 1 [Source:HGNC Symbol;Acc:HGNC:4661]	7	q11.23	1	74453790	74602604	0.04	2.02E-01	3983	GTF2IRD1	GTF2I repeat domain containing 1 [Source:HGNC Symbol;Acc:HGNC:4661]	7	q11.23	1	74453790	74602604	-0.349669851	0.006315622
142	ENSG00000006712	17164	PAF1	"PAF1 homolog, Paf1/RNA polymerase II complex component [Source:HGNC Symbol;Acc:HGNC:25459]"	19	q13.2	-1	39385852	39391195	-0.01	9.42E-01	3714	PAF1	"PAF1 homolog, Paf1/RNA polymerase II complex component [Source:HGNC Symbol;Acc:HGNC:25459]"	19	q13.2	-1	39385852	39391195	-0.425806207	0.003079397
143	ENSG00000006715	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4296	VPS41	vacuolar protein sorting 41 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:12713]	7	p14.1	-1	38722963	38932394	0.323408308	0.012680756
144	ENSG00000006740	9743	ARHGAP44	Rho GTPase activating protein 44 [Source:HGNC Symbol;Acc:HGNC:29096]	17	p12	1	12789539	12991643	-0.14	6.98E-03	1879	ARHGAP44	Rho GTPase activating protein 44 [Source:HGNC Symbol;Acc:HGNC:29096]	17	p12	1	12789539	12991643	-0.673726438	4.80E-07
145	ENSG00000006744	7825	ELAC2	elaC ribonuclease Z 2 [Source:HGNC Symbol;Acc:HGNC:14198]	17	p12	-1	12992391	13018187	0.18	1.60E-04	6752	ELAC2	elaC ribonuclease Z 2 [Source:HGNC Symbol;Acc:HGNC:14198]	17	p12	-1	12992391	13018187	0.143794302	0.285837682
146	ENSG00000006747	11045	SCIN	scinderin [Source:HGNC Symbol;Acc:HGNC:21695]	7	p21.3	1	12570577	12660179	0.3	3.64E-02	4098	SCIN	scinderin [Source:HGNC Symbol;Acc:HGNC:21695]	7	p21.3	1	12570577	12660179	0.861968687	0.008268946
147	ENSG00000006756	3131	ARSD	arylsulfatase D [Source:HGNC Symbol;Acc:HGNC:717]	X	p22.33	-1	2903970	2929351	0.47	7.26E-15	4839	ARSD	arylsulfatase D [Source:HGNC Symbol;Acc:HGNC:717]	X	p22.33	-1	2903970	2929351	0.655848898	0.031900735
148	ENSG00000006757	9967	PNPLA4	patatin-like phospholipase domain containing 4 [Source:HGNC Symbol;Acc:HGNC:24887]	X	p22.31	-1	7898247	7927739	0.06	9.85E-03	6009	PNPLA4	patatin-like phospholipase domain containing 4 [Source:HGNC Symbol;Acc:HGNC:24887]	X	p22.31	-1	7898247	7927739	-0.306361288	0.142436519
149	ENSG00000006788	14243	MYH13	"myosin, heavy chain 13, skeletal muscle [Source:HGNC Symbol;Acc:HGNC:7571]"	17	p13.1	-1	10298084	10373130	-0.16	3.48E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
150	ENSG00000006831	8523	ADIPOR2	adiponectin receptor 2 [Source:HGNC Symbol;Acc:HGNC:24041]	12	p13.33	1	1688574	1788678	0.12	8.17E-04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
151	ENSG00000006837	8574	CDKL3	cyclin-dependent kinase-like 3 [Source:HGNC Symbol;Acc:HGNC:15483]	5	q31.1	-1	134286350	134371047	-0.19	9.03E-04	7463	CDKL3	cyclin-dependent kinase-like 3 [Source:HGNC Symbol;Acc:HGNC:15483]	5	q31.1	-1	134286350	134371047	0.144457889	0.456549514
152	ENSG00000007001	17125	UPP2	uridine phosphorylase 2 [Source:HGNC Symbol;Acc:HGNC:23061]	2	q24.1	1	157876702	158136154	0	9.31E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
153	ENSG00000007038	5477	PRSS21	"protease, serine, 21 (testisin) [Source:HGNC Symbol;Acc:HGNC:9485]"	16	p13.3	1	2817180	2826304	-0.54	4.44E-08	6454	PRSS21	"protease, serine, 21 (testisin) [Source:HGNC Symbol;Acc:HGNC:9485]"	16	p13.3	1	2817180	2826304	-0.514267977	0.227262381
154	ENSG00000007047	10330	MARK4	MAP/microtubule affinity-regulating kinase 4 [Source:HGNC Symbol;Acc:HGNC:13538]	19	q13.32	1	45079288	45305283	-0.11	1.57E-02	3435	MARK4	MAP/microtubule affinity-regulating kinase 4 [Source:HGNC Symbol;Acc:HGNC:13538]	19	q13.32	1	45079288	45305283	-0.440756928	0.001462371
155	ENSG00000007062	3137	PROM1	prominin 1 [Source:HGNC Symbol;Acc:HGNC:9454]	4	p15.32	-1	15963076	16084378	-1.53	7.87E-15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
156	ENSG00000007080	12553	CCDC124	coiled-coil domain containing 124 [Source:HGNC Symbol;Acc:HGNC:25171]	19	p13.11	1	17933016	17943991	0.06	1.37E-01	3515	CCDC124	coiled-coil domain containing 124 [Source:HGNC Symbol;Acc:HGNC:25171]	19	p13.11	1	17933016	17943991	-0.496692195	0.001830277
157	ENSG00000007129	15197	CEACAM21	carcinoembryonic antigen-related cell adhesion molecule 21 [Source:HGNC Symbol;Acc:HGNC:28834]	19	q13.2	1	41549518	41586844	0.09	5.12E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
158	ENSG00000007168	5341	PAFAH1B1	"platelet-activating factor acetylhydrolase 1b, regulatory subunit 1 (45kDa) [Source:HGNC Symbol;Acc:HGNC:8574]"	17	p13.3	1	2593210	2685615	-0.22	2.54E-08	597	PAFAH1B1	"platelet-activating factor acetylhydrolase 1b, regulatory subunit 1 (45kDa) [Source:HGNC Symbol;Acc:HGNC:8574]"	17	p13.3	1	2593210	2685615	1.120333116	1.62E-16
159	ENSG00000007171	9756	NOS2	"nitric oxide synthase 2, inducible [Source:HGNC Symbol;Acc:HGNC:7873]"	17	q11.2	-1	27756766	27800499	-0.13	7.09E-03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
160	ENSG00000007174	15201	DNAH9	"dynein, axonemal, heavy chain 9 [Source:HGNC Symbol;Acc:HGNC:2953]"	17	p12	1	11598431	11969748	0.05	5.13E-01	7786	DNAH9	"dynein, axonemal, heavy chain 9 [Source:HGNC Symbol;Acc:HGNC:2953]"	17	p12	1	11598431	11969748	-0.100002122	0.547870743
161	ENSG00000007202	7445	KIAA0100	KIAA0100 [Source:HGNC Symbol;Acc:HGNC:28960]	17	q11.2	-1	28614440	28645454	0.21	6.23E-05	9231	KIAA0100	KIAA0100 [Source:HGNC Symbol;Acc:HGNC:28960]	17	q11.2	-1	28614440	28645454	-0.019055401	0.923890767
162	ENSG00000007216	4591	SLC13A2	"solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 2 [Source:HGNC Symbol;Acc:10917]"	17	q11.2	1	26800311	26824799	1.169624151	4.45E-10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
163	ENSG00000007237	3879	GAS7	growth arrest-specific 7 [Source:HGNC Symbol;Acc:HGNC:4169]	17	p13.1	-1	9910609	10198551	-0.38	5.43E-12	4908	GAS7	growth arrest-specific 7 [Source:HGNC Symbol;Acc:HGNC:4169]	17	p13.1	-1	9910609	10198551	0.518978452	0.034873271
164	ENSG00000007264	667	MATK	megakaryocyte-associated tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6906]	19	p13.3	-1	3777970	3802129	0.9	2.56E-41	1581	MATK	megakaryocyte-associated tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6906]	19	p13.3	-1	3777970	3802129	-0.609511113	2.69E-08
165	ENSG00000007306	16362	CEACAM7	carcinoembryonic antigen-related cell adhesion molecule 7 [Source:HGNC Symbol;Acc:HGNC:1819]	19	q13.2	-1	41673307	41706976	-0.04	7.60E-01	694	CEACAM7	carcinoembryonic antigen-related cell adhesion molecule 7 [Source:HGNC Symbol;Acc:HGNC:1819]	19	q13.2	-1	41673307	41706976	3.341026445	3.77E-15
166	ENSG00000007312	6290	CD79B	"CD79b molecule, immunoglobulin-associated beta [Source:HGNC Symbol;Acc:HGNC:1699]"	17	q23.3	-1	63928740	63932354	-0.28	1.50E-06	6402	CD79B	"CD79b molecule, immunoglobulin-associated beta [Source:HGNC Symbol;Acc:HGNC:1699]"	17	q23.3	-1	63928740	63932354	-0.281249567	0.215731389
167	ENSG00000007314	13982	SCN4A	"sodium channel, voltage gated, type IV alpha subunit [Source:HGNC Symbol;Acc:HGNC:10591]"	17	q23.3	-1	63938554	63972918	-0.07	3.10E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
168	ENSG00000007341	14536	ST7L	suppression of tumorigenicity 7 like [Source:HGNC Symbol;Acc:HGNC:18441]	1	p13.2	-1	112523518	112620825	-0.08	3.97E-01	7522	ST7L	suppression of tumorigenicity 7 like [Source:HGNC Symbol;Acc:HGNC:18441]	1	p13.2	-1	112523518	112620825	-0.121373539	0.471570249
169	ENSG00000007372	12348	PAX6	paired box 6 [Source:HGNC Symbol;Acc:HGNC:8620]	11	p13	-1	31784792	31817961	0.08	1.19E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
170	ENSG00000007376	2602	RPUSD1	RNA pseudouridylate synthase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:14173]	16	p13.3	-1	784974	788397	0.39	2.53E-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
171	ENSG00000007392	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7939	LUC7L	LUC7-like [Source:HGNC Symbol;Acc:HGNC:6723]	16	p13.3	-1	188969	229463	0.121376838	0.584073988
172	ENSG00000007402	9543	CACNA2D2	"calcium channel, voltage-dependent, alpha 2/delta subunit 2 [Source:HGNC Symbol;Acc:HGNC:1400]"	3	p21.31	-1	50362799	50504244	-0.17	5.15E-03	3299	CACNA2D2	"calcium channel, voltage-dependent, alpha 2/delta subunit 2 [Source:HGNC Symbol;Acc:HGNC:1400]"	3	p21.31	-1	50362799	50504244	-0.640954182	0.000996277
173	ENSG00000007516	2892	BAIAP3	BAI1-associated protein 3 [Source:HGNC Symbol;Acc:HGNC:948]	16	p13.3	1	1333601	1349441	0.59	6.92E-16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
174	ENSG00000007520	13664	TSR3	"TSR3, 20S rRNA accumulation, homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:14175]"	16	p13.3	-1	1349240	1351911	0.18	2.65E-01	3678	TSR3	"TSR3, 20S rRNA accumulation, homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:14175]"	16	p13.3	-1	1349240	1351911	-0.475624137	0.002842379
175	ENSG00000007541	12976	PIGQ	"phosphatidylinositol glycan anchor biosynthesis, class Q [Source:HGNC Symbol;Acc:HGNC:14135]"	16	p13.3	1	566995	584136	-0.13	1.77E-01	2760	PIGQ	"phosphatidylinositol glycan anchor biosynthesis, class Q [Source:HGNC Symbol;Acc:HGNC:14135]"	16	p13.3	1	566995	584136	-0.665191207	0.000114137
176	ENSG00000007545	16887	CRAMP1L	"Crm, cramped-like (Drosophila) [Source:HGNC Symbol;Acc:HGNC:14122]"	16	p13.3	1	1612325	1677908	-0.03	8.78E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
177	ENSG00000007866	879	TEAD3	TEA domain family member 3 [Source:HGNC Symbol;Acc:HGNC:11716]	6	p21.31	-1	35473597	35497076	-0.44	8.70E-36	7749	TEAD3	TEA domain family member 3 [Source:HGNC Symbol;Acc:HGNC:11716]	6	p21.31	-1	35473597	35497076	-0.093352726	0.536678504
178	ENSG00000007908	5024	SELE	selectin E [Source:HGNC Symbol;Acc:HGNC:10718]	1	q24.2	-1	169722641	169764705	-1.51	5.29E-09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
179	ENSG00000007923	4603	DNAJC11	"DnaJ (Hsp40) homolog, subfamily C, member 11 [Source:HGNC Symbol;Acc:HGNC:25570]"	1	p36.31	-1	6634168	6701924	0.4	4.78E-10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
180	ENSG00000007933	17318	FMO3	flavin containing monooxygenase 3 [Source:HGNC Symbol;Acc:HGNC:3771]	1	q24.3	1	171090877	171117819	0	9.76E-01	7459	FMO3	flavin containing monooxygenase 3 [Source:HGNC Symbol;Acc:HGNC:3771]	1	q24.3	1	171090877	171117819	0.115571376	0.455351925
